Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
MarikoP4_4a864b0f	m	I was the only one that stayed behind.	game/text/mariko_pathway.rpy	631	"m ""[what]"""
MarikoP4_5da60d3c	m	What’s the most important quality for a person to have?	game/text/mariko_pathway.rpy	636	"m ""[what]"""
MarikoP4_ed3bc589	m	For me it’s loyalty. If you make a promise to someone, you have to keep it, no matter what.	game/text/mariko_pathway.rpy	646	"m ""[what]"""
MarikoP4_bce9920c	m	I made a promise to someone that if they helped me, I’d help them in return. I can’t break it now, but I’m not sure I can go through with it.	game/text/mariko_pathway.rpy	650	"m ""[what]"""
MarikoP4_c9ab9b7a	m	I’m not sure yet. I have… a lot of thinking to do.	game/text/mariko_pathway.rpy	654	"m ""[what]"""
MarikoP4_30d7ff7a	m	Thanks. I really do think of you as a friend Nagen. Please don’t forget that.	game/text/mariko_pathway.rpy	658	"m ""[what]"""
MarikoP4_9e1069f9	m	I don’t think you should come around here anymore.	game/text/mariko_pathway.rpy	662	"m ""[what]"""
MarikoP4_7726c44a	m	Nothing good will come of this, for either of us. It’ll be better if you just leave.	game/text/mariko_pathway.rpy	666	"m ""[what]"""
MarikoP4_26bfbe91	m	I get it. You like the idea of me. It’s sweet, but I can’t waste my girl’s time talking to you.	game/text/mariko_pathway.rpy	670	"m ""[what]"""
MarikoP4_34441dd7	m	You know your way out.	game/text/mariko_pathway.rpy	674	"m ""[what]"""
MarikoP4_2658246c	m	Yes, you are. Goodbye Nagen.	game/text/mariko_pathway.rpy	678	"m ""[what]"""
MarikoPF_21a4c6c5	m	Nothing's changed Nagen. Go talk to someone else.	game/text/mariko_pathway.rpy	686	"m ""[what]"""
chapter1_day1_event1_classes_intelligence_72b7dead	mh	Aww, that's no fun. Ah well, what can you do?	game/chapter_one_events.rpy	585	"mh ""[what]"""
chapter1_day1_event1_classes_intelligence_51255e8e	mh	Make that twenty, taking tests isn't a subject I don't think.	game/chapter_one_events.rpy	595	"mh ""[what]"""
chapter1_day1_event1_classes_intelligence_b4ce6a1e	mh	Maybe Yaguchi's just late?	game/chapter_one_events.rpy	622	"mh ""[what]"""
chapter1_day1_event1_classes_intelligence_1dd5e8df	mh	Maybe he's in his office? Let's go catch him red-handed!	game/chapter_one_events.rpy	647	"mh ""[what]"""
chapter1_day1_event1_classes_intelligence_56fc5777	mh	.....	game/chapter_one_events.rpy	763	"mh ""[what]"""
chapter1_day1_event1_classes_intelligence_deaf877a	mh	Cosmetology!	game/chapter_one_events.rpy	835	"mh ""[what]"""
chapter1_day1_event1_classes_intelligence_299287da	mh	I, uh, please? It's just a hobby right now, but I'd like to be able to do more than dye extensions if I could.	game/chapter_one_events.rpy	845	"mh ""[what]"""
chapter1_day4_event2_f52ce528	mh	Come on, you guys, this is the smartest idea I've had in a while.	game/chapter_one_events.rpy	2473	"mh ""[what]"""
chapter1_day4_event2_b4515cd9	mh	But it'll only work if we have enough members.	game/chapter_one_events.rpy	2474	"mh ""[what]"""
chapter1_day4_event2_7d7b57d9	mh	I already tried, but they hear 'gaming club' and think it's for dorks.	game/chapter_one_events.rpy	2486	"mh ""[what]"""
chapter1_day4_event2_d4832c01	mh	I asked the teachers if I could bring my old GameStation collection, y'know, since it predates the internet.	game/chapter_one_events.rpy	2496	"mh ""[what]"""
chapter1_day4_event2_80438b8e	mh	They said yes, if I share it with club members.	game/chapter_one_events.rpy	2497	"mh ""[what]"""
chapter1_day4_event2_c6c1560e	mh	This isn't one of your plays. All's fair in love and war, baby.	game/chapter_one_events.rpy	2517	"mh ""[what]"""
chapter1_day4_event2_bb3152df	mh	I just need names to put on a paper. You don't even have to show up. It's the least you could do.	game/chapter_one_events.rpy	2527	"mh ""[what]"""
chapter1_day4_event2_65c3df32	mh	What, I'm not allowed to bring up that you're a criminal at all now? It was just a joke.	game/chapter_one_events.rpy	2539	"mh ""[what]"""
chapter1_day4_event2_6e5f289c	mh	My guy, you put mind control devices on people, that's gotta be a crime. Just own it.	game/chapter_one_events.rpy	2549	"mh ""[what]"""
chapter1_day4_event2_87c1861d	mh	Yeah, we all felt really protected wearing bombs. Just ask Chisei.	game/chapter_one_events.rpy	2559	"mh ""[what]"""
chapter1_day4_event2_bc276830	mh	They tried to take it off by force aaaand boom.	game/chapter_one_events.rpy	2573	"mh ""[what]"""
chapter1_day4_event2_3675f809	mh	...But everyone already knows.	game/chapter_one_events.rpy	2583	"mh ""[what]"""
MomokoInv1_af4bf8da	mh	-keep telling them it's not my fault; the sinks smelled when I got here.	game/chapter_one_investigation.rpy	372	"mh ""[what]"""
MomokoInv1_ae7bee36	mh	Eh, what's the point when you could find me anyway?	game/chapter_one_investigation.rpy	376	"mh ""[what]"""
MomokoInv1_2054f395	mh	We're stuck in this fish bowl together for the next four years, why make enemies now?	game/chapter_one_investigation.rpy	377	"mh ""[what]"""
MomokoInv1_efba3a39	mh	You're welcome! Did you need something?	game/chapter_one_investigation.rpy	381	"mh ""[what]"""
MomokoInterrogation1_07ff3d99	mh	The first day of school... I was here.	game/chapter_one_investigation.rpy	389	"mh ""[what]"""
MomokoInterrogation1_cdc1c816	mh	Every lab has a system for where things go.	game/chapter_one_investigation.rpy	390	"mh ""[what]"""
MomokoInterrogation1_b204a03b	mh	Now it's my system and I plan to keep it that way.	game/chapter_one_investigation.rpy	391	"mh ""[what]"""
MomokoInterrogation1_cb672509	mh	All my time is in my log book.	game/chapter_one_investigation.rpy	392	"mh ""[what]"""
MomokoInterrogation1_e7dc8971	mh	Kazz helped me set up the stereo. That was nice.	game/chapter_one_investigation.rpy	396	"mh ""[what]"""
MomokoInterrogation1_30f0bf58	mh	Especially since I could just give him my club ad in person.	game/chapter_one_investigation.rpy	397	"mh ""[what]"""
MomokoInterrogation1_4a9c2630	mh	The more I can avoid the stairs, the better.	game/chapter_one_investigation.rpy	398	"mh ""[what]"""
MomokoInterrogation1_688cee25	mh	There's nothing for me there.	game/chapter_one_investigation.rpy	404	"mh ""[what]"""
MomokoInterrogation1_930de83c	mh	Well, they certainly weren't shopping for an Alexa, no one's willing to drive this far for small deliveries.	game/chapter_one_investigation.rpy	412	"mh ""[what]"""
MomokoInterrogation1_ef526191	mh	Trust me, the next shipment of lighter fluid won't be here for two months.	game/chapter_one_investigation.rpy	413	"mh ""[what]"""
MomokoInterrogation1_0b55363b	mh	It's a speaker with bluetooth. It's not that hard to cut it off from the internet.	game/chapter_one_investigation.rpy	418	"mh ""[what]"""
MomokoInterrogation1_24596e98	mh	Setsuna and Kazz have tried to get me to connect them to the internet multiple times.	game/chapter_one_investigation.rpy	419	"mh ""[what]"""
MomokoInterrogation1_187bfdb8	mh	Yeah, I'm like; hello, chemistry and technology are two different zones.	game/chapter_one_investigation.rpy	423	"mh ""[what]"""
MomokoInterrogation1_d0e3aeb2	mh	'Oh Momo, you're smart, you must know–' No! I only know chemicals.	game/chapter_one_investigation.rpy	424	"mh ""[what]"""
MomokoInterrogation1_095da8cf	mh	Not likely. Or if they do, they're smart enough to actually hide it.	game/chapter_one_investigation.rpy	428	"mh ""[what]"""
MomokoInterrogation1_3884728a	mh	After this, we'll be lucky to keep our school phones.	game/chapter_one_investigation.rpy	429	"mh ""[what]"""
MomokoInterrogation1_97ee3987	mh	It should show who's logged into it if you ask.	game/chapter_one_investigation.rpy	430	"mh ""[what]"""
MomokoInterrogation1_64c65c57	mh	Spinach-laced-ridilin, turn off the lights!	game/chapter_one_investigation.rpy	450	"mh ""[what]"""
MomokoInterrogation1_78fa5f62	mh	Not another one- Nagen, the lights!	game/chapter_one_investigation.rpy	454	"mh ""[what]"""
MomokoInterrogation1_79b7aa90	mh	Now I have to start from scratch! ...maybe that's why the lashes were melting instead of gluing...	game/chapter_one_investigation.rpy	458	"mh ""[what]"""
prologue_momoko_7c1d2213	mh	Is one free outlet without a jenga tower in the way too much to ask for?	game/prologue.rpy	4396	"mh ""[what]"""
prologue_momoko_3533d61f	mh	Noise? I didn't hear anything. Maybe you're hearing things, Nagen.	game/prologue.rpy	4402	"mh ""[what]"""
prologue_momoko_5bfe1b31	mh	Don't open that cabinet.	game/prologue.rpy	4406	"mh ""[what]"""
prologue_momoko_dd86e350	mh	Decisions, decisions.	game/prologue.rpy	4412	"mh ""[what]"""
prologue_momoko_edf87bf8	mh	Do I pretend to be someone else and see how long it takes you to figure it out? Or do I tell you?	game/prologue.rpy	4413	"mh ""[what]"""
prologue_momoko_d81d5640	mh	You took it so personally when I kept forgetting your name.	game/prologue.rpy	4420	"mh ""[what]"""
prologue_momoko_bd42deda	mh	I had it written on my hand for at least a year before I got it down.	game/prologue.rpy	4421	"mh ""[what]"""
prologue_momoko_0eb77797	mh	Maybe my forgetfulness is contagious?	game/prologue.rpy	4422	"mh ""[what]"""
prologue_momoko_d95082db	mh	Momoko Yoshino. My Proficiency is in Chemistry.	game/prologue.rpy	4429	"mh ""[what]"""
prologue_momoko_925e58ed	mh	We were in the same special classes and homeroom in Estella for four years. Ring any bells?	game/prologue.rpy	4430	"mh ""[what]"""
prologue_momoko_897d16f6	mh	Oh, well, I was messing around with some new hair dye formulas and it kinda nuked my eyebrows...	game/prologue.rpy	4455	"mh ""[what]"""
prologue_momoko_bb0c6d32	mh	And my lashes...	game/prologue.rpy	4456	"mh ""[what]"""
prologue_momoko_c4d1731c	mh	And my bangs...	game/prologue.rpy	4457	"mh ""[what]"""
prologue_momoko_4e75cd10	mh	It exploded.	game/prologue.rpy	4458	"mh ""[what]"""
prologue_momoko_4d3edc04	mh	So? No one wanted me around before. At least now I think I'm fun, the rest should follow after.	game/prologue.rpy	4463	"mh ""[what]"""
prologue_momoko_7cd3e4c3	mh	Rebellion!	game/prologue.rpy	4467	"mh ""[what]"""
prologue_momoko_b9282e8f	mh	After spending months in boardrooms talking with boring grown-ups, I got so frustrated trying to make those jerks happy that I decided to stop caring what anyone thinks.	game/prologue.rpy	4468	"mh ""[what]"""
prologue_momoko_59e827b6	mh	They can do whatever they want with my old invention.	game/prologue.rpy	4470	"mh ""[what]"""
prologue_momoko_36be7c64	mh	But while I'm here, everything I make is going to be for me.	game/prologue.rpy	4471	"mh ""[what]"""
prologue_momoko_e51bc48a	mh	Now I'm all feisty. Begone, frown wrinkles, begone!	game/prologue.rpy	4475	"mh ""[what]"""
prologue_momoko_dc0335b3	mh	Today is supposed to be a good day, for we have science. Unsupervised science.	game/prologue.rpy	4476	"mh ""[what]"""
prologue_momoko_4889dcf5	mh	For the first time in a long time, I feel like things are going to get better.	game/prologue.rpy	4484	"mh ""[what]"""
prologue_momoko_f8706590	mh	I got that vibe, y'know. Don't you?	game/prologue.rpy	4485	"mh ""[what]"""
prologue_momoko_f61427c2	mh	Aww, don't go bummering all over my parade because you're jealous I'm thriving.	game/prologue.rpy	4489	"mh ""[what]"""
prologue_momoko_c87ea72d	mh	D'aw, cheer up Nagen, it'll be okay. I mean, you're still an Intel major, yeah?	game/prologue.rpy	4493	"mh ""[what]"""
prologue_momoko_51a676f2	mh	Then that's one more reason to smile.	game/prologue.rpy	4497	"mh ""[what]"""
prologue_momoko_59eabddc	mh	We'll get to be in the same classes again! Come on dude, get on this level.	game/prologue.rpy	4498	"mh ""[what]"""
prologue_momoko_b7fddcce	mh	Now don't go saying that, you'll make people think I'm irresponsible or something.	game/prologue.rpy	4508	"mh ""[what]"""
prologue_momoko_cd322034	mh	It's not like I'm zipping around in Jams.	game/prologue.rpy	4512	"mh ""[what]"""
prologue_momoko_9be6cada	mh	They're quads, baby skates, I'm safer in these than on solid ground; trust me.	game/prologue.rpy	4513	"mh ""[what]"""
prologue_momoko_d570b30f	mh	Do I really give off crazy vibes?	game/prologue.rpy	4514	"mh ""[what]"""
prologue_momoko_629fd271	mh	Fire likes me, not the other way around. Besides, I've been trying to break up with combustibles.	game/prologue.rpy	4518	"mh ""[what]"""
prologue_momoko_f07d2d7c	mh	Even contained explosions are too much stress right now.	game/prologue.rpy	4519	"mh ""[what]"""
prologue_momoko_369d290b	mh	I think we all can use a break from everything going on outside.	game/prologue.rpy	4524	"mh ""[what]"""
prologue_momoko_b50ebd58	mh	It's best to think of this as a free vacation.	game/prologue.rpy	4525	"mh ""[what]"""
prologue_momoko_481b7653	mh	Really? I thought you loved school.	game/prologue.rpy	4529	"mh ""[what]"""
prologue_momoko_940e5e5e	mh	You were always so competitive about grades and you ran all those clubs. You practically lived there.	game/prologue.rpy	4530	"mh ""[what]"""
prologue_momoko_062f8cc0	mh	Eh, who am I to judge? I didn't have much of a life before either.	game/prologue.rpy	4534	"mh ""[what]"""
prologue_momoko_078added	mh	I'm looking for a place to put a stereo. If this is going to be my workshop, I'm going to need music.	game/prologue.rpy	4538	"mh ""[what]"""
prologue_momoko_78c897cd	mh	See, that look of panic is not what I'm going for.	game/prologue.rpy	4542	"mh ""[what]"""
prologue_momoko_37202708	mh	I know I've got a bit of a destructive streak to make up for, but I swear I've changed.	game/prologue.rpy	4543	"mh ""[what]"""
prologue_momoko_ce87fb65	mh	I want to make nice things, the kinds of stuff that makes people happy.	game/prologue.rpy	4544	"mh ""[what]"""
prologue_momoko_dd84552f	mh	Cosmetics!	game/prologue.rpy	4548	"mh ""[what]"""
prologue_momoko_48a25585	mh	I've already started trying to make my own hair dye with... mixed results.	game/prologue.rpy	4552	"mh ""[what]"""
prologue_momoko_2133ed79	mh	But there's still more things to try. It'll be like putting a spa in a bottle, doesn't that sound like fun?	game/prologue.rpy	4553	"mh ""[what]"""
prologue_momoko_b1e03f8a	mh	I still gotta assert my dominance and claim this lab as my own, but once I do, you'll know.	game/prologue.rpy	4557	"mh ""[what]"""
prologue_momoko_751ecec8	mh	You should come by some time and try my stuff!	game/prologue.rpy	4563	"mh ""[what]"""
prologue_momoko_8c53c8fd	mh	Why not? There's nothing more manly than taking care of yourself.	game/prologue.rpy	4567	"mh ""[what]"""
prologue_momoko_8f5b0fd7	mh	Do you have any weird allergies or something?	game/prologue.rpy	4571	"mh ""[what]"""
prologue_momoko_1fa76a6c	mh	Then it shouldn't be a problem, right? Oh, and if there's anything specific you want, just let me know.	game/prologue.rpy	4577	"mh ""[what]"""
interrogation_end_665582e8	mm	The one and only.	game/prologue.rpy	706	"mm ""[what]"""
interrogation_end_6805706d	mm	The Medusa Killer is a registered villain who's gone MIA. I'm Maimai.	game/prologue.rpy	710	"mm ""[what]"""
interrogation_end_ba51f0f6	mm	See, I've got glasses and everything, no one can tell the difference.	game/prologue.rpy	711	"mm ""[what]"""
interrogation_end_bdd73484	mm	Either way, I haven't seen you since pulling you out of a war zone and this is the hello I get?	game/prologue.rpy	712	"mm ""[what]"""
interrogation_end_ed5aac41	mm	Don't give me that look, you're fine.	game/prologue.rpy	717	"mm ""[what]"""
interrogation_end_695c698d	mm	They thought a friendly face would keep you from bolting out of the car.	game/prologue.rpy	721	"mm ""[what]"""
interrogation_end_cfc4fb6c	mm	A sign of my sincerity. My hypnotic stare only works when you can see my eyes.	game/prologue.rpy	725	"mm ""[what]"""
interrogation_end_ecbaf125	mm	If I was planning to force you to cooperate, you'd be drooling on the floor by now.	game/prologue.rpy	726	"mm ""[what]"""
interrogation_end_d8e6c5ef	mm	After those DVP schmucks found out my methodology, I had to retire from stuffing orchids down criminals' windpipes and ditch the costume.	game/prologue.rpy	735	"mm ""[what]"""
interrogation_end_4adf67e2	mm	Besides, it wasn't suitable for my new role.	game/prologue.rpy	736	"mm ""[what]"""
interrogation_end_678aca50	mm	Pantsuit, short hair, dorky accessories; I'm one minivan away from perfection.	game/prologue.rpy	747	"mm ""[what]"""
interrogation_end_073a4d47	mm	That's not what the state says.	game/prologue.rpy	753	"mm ""[what]"""
interrogation_end_dfe405d7	mm	You want to get out of this mess unscathed, then we gotta go full nuclear. Nuke the situation beyond recognition.	game/prologue.rpy	754	"mm ""[what]"""
interrogation_end_a7993254	mm	I didn't even think of that!	game/prologue.rpy	759	"mm ""[what]"""
interrogation_end_639a0a53	mm	It could work... but no, I found a living option and on my honor, he will remain a living option.	game/prologue.rpy	760	"mm ""[what]"""
interrogation_end_acab57b9	mm	Yeah, we go way back.	game/prologue.rpy	764	"mm ""[what]"""
interrogation_end_3108d53c	mm	Someplace safe.	game/prologue.rpy	776	"mm ""[what]"""
interrogation_end_b27fbd5b	mm	The DVP would like you to believe the best place for you is with them; they're only half right.	game/prologue.rpy	777	"mm ""[what]"""
interrogation_end_f293281e	mm	This is a little different than huddling around a flaming oil drum in an abandoned alleyway.	game/prologue.rpy	781	"mm ""[what]"""
interrogation_end_a1436a27	mm	Going off-grid isn't going to help us now. We need to leach from the immunity capitalism offers.	game/prologue.rpy	782	"mm ""[what]"""
interrogation_end_25c0ea6c	mm	Money may not buy happiness, but it sure as hell can buy you protection.	game/prologue.rpy	783	"mm ""[what]"""
interrogation_end_27d59494	mm	...an old target's decided to be quite hospitable.	game/prologue.rpy	789	"mm ""[what]"""
interrogation_end_a89226d3	mm	I'm not a monster! It's more complicated than that. You just gotta trust me.	game/prologue.rpy	793	"mm ""[what]"""
life_1_f5c87301	mm	I had to cash in an old favor to get us out of this mess.	game/prologue.rpy	804	"mm ""[what]"""
life_1_054db603	mm	I was hoping to leave his debt dangling over his head for a few more years, but this is more important.	game/prologue.rpy	805	"mm ""[what]"""
life_1_2328d997	mm	You need a proper guardian and as much as I'd love to take care of you myself...	game/prologue.rpy	806	"mm ""[what]"""
life_1_33f8eb0d	mm	I don't have a legal job, or house, or any of the tools that would let the state give me guardianship.	game/prologue.rpy	807	"mm ""[what]"""
life_1_159e00ec	mm	I just want what's best for you. Please, just give this guy a chance.	game/prologue.rpy	812	"mm ""[what]"""
life_1_2f5b06dd	mm	I will be with you the whole time. He's... he's a bit of a potato, but he'll treat us well.	game/prologue.rpy	813	"mm ""[what]"""
life_1_10a32564	mm	Boring, acidic, lives somewhere dark and hard to find. A potato.	game/prologue.rpy	817	"mm ""[what]"""
life_1_5771cc36	mm	No, I'm sorry.	game/prologue.rpy	822	"mm ""[what]"""
life_1_73b4e738	mm	If it was classified, I would have told you it's classified.	game/prologue.rpy	826	"mm ""[what]"""
life_1_92a5184d	mm	Nagen honey, remember to breathe. We're not going to get out of the car until you're ready.	game/prologue.rpy	836	"mm ""[what]"""
life_1_c69ebb73	mm	Now we just gotta find a way in!	game/prologue.rpy	846	"mm ""[what]"""
life_1_e78bf0d3	mm	No... kind of.	game/prologue.rpy	854	"mm ""[what]"""
life_1_bd60fe00	mm	Surprise!	game/prologue.rpy	864	"mm ""[what]"""
life_1_29062182	mm	Well, he was expecting you.	game/prologue.rpy	876	"mm ""[what]"""
life_1_de196b8d	mm	He claims otherwise, but yes, this is him.	game/prologue.rpy	886	"mm ""[what]"""
life_1_b207f309	mm	Don't worry, in this big ol' house, you'll hardly notice us.	game/prologue.rpy	887	"mm ""[what]"""
life_1_e239c06a	mm	I'm not going to leave my kid in some strange place all by himself.	game/prologue.rpy	899	"mm ""[what]"""
life_1_1d2bdfd4	mm	Of course I'm a mom.	game/prologue.rpy	903	"mm ""[what]"""
life_1_ab2d89f0	mm	We'll work out the details later.	game/prologue.rpy	904	"mm ""[what]"""
life_1_532b7ab4	mm	I have a full day ahead of me dropping off the rest of the rugrat felons, but I'll be back before you know it.	game/prologue.rpy	905	"mm ""[what]"""
life_1_ad3539d3	mm	I feel like you're hearing me, but you're not understanding.	game/prologue.rpy	916	"mm ""[what]"""
life_1_73a1b8b4	mm	I am a new mom and we will talk about this later.	game/prologue.rpy	917	"mm ""[what]"""
life_1_4255763e	mm	I'll see you soon, Nagen.	game/prologue.rpy	918	"mm ""[what]"""
prologue2_210d7a65	mm	Hey, it’s going to be okay. Boarding school isn’t that bad.	game/prologue.rpy	1118	"mm ""[what]"""
prologue2_eea239ed	mm	Excuse me mister, but I have been to my fair share of reform schools.	game/prologue.rpy	1122	"mm ""[what]"""
prologue2_45ade0f4	mm	You can come back during the break and I’ll be going with you the first day to make sure the place is on the up and up.	game/prologue.rpy	1142	"mm ""[what]"""
prologue2_aa7e1a52	mm	I know. Come on, the year will be over before you know it.	game/prologue.rpy	1156	"mm ""[what]"""
prologue2_a712716c	mm	The building had been a library since the 1600's.	game/prologue.rpy	1184	"mm ""[what]"""
prologue2_5d2d2df2	mm	I never got to see the inside, because the previous owner was such a nut job.	game/prologue.rpy	1185	"mm ""[what]"""
prologue2_3cccc1f3	mm	No, but do you think these bowties proofread every book in the building before bringing you in here?	game/prologue.rpy	1189	"mm ""[what]"""
prologue2_61ff597f	mm	Who knows what you could find!	game/prologue.rpy	1190	"mm ""[what]"""
prologue2_7dce6920	mm	This is it.	game/prologue.rpy	1198	"mm ""[what]"""
prologue2_13a5bf11	mm	Promise you’ll be on your best behavior?	game/prologue.rpy	1199	"mm ""[what]"""
prologue2_98424f9d	mm	I didn’t want you to spend your time at the mansion worrying about school.	game/prologue.rpy	1205	"mm ""[what]"""
prologue2_698fd375	mm	This is the safest place for you to be right now, even if it’s upsetting at times.	game/prologue.rpy	1206	"mm ""[what]"""
prologue2_8d2073db	mm	Until they grant me full guardianship, my hands are tied.	game/prologue.rpy	1207	"mm ""[what]"""
prologue2_fed28c8d	mm	He’s just nervous because it’s a new school.	game/prologue.rpy	1238	"mm ""[what]"""
prologue2_95052a68	mm	You know teenagers, all salty about change and stuff.	game/prologue.rpy	1239	"mm ""[what]"""
prologue2_46b2cc32	mm	So you’re the principal?	game/prologue.rpy	1245	"mm ""[what]"""
prologue2_0c9c47c4	mm	That’s uh, quite a shift from being a police officer.	game/prologue.rpy	1246	"mm ""[what]"""
prologue2_28f173df	mm	Nagen, please.	game/prologue.rpy	1270	"mm ""[what]"""
prologue2_15e28c2a	mm	I know you’re a smart kid, so please... please don’t go starting fights you can’t finish.	game/prologue.rpy	1290	"mm ""[what]"""
prologue2_293acdcf	mm	It's part of your plea bargain, I can't pull you out even if I wanted to.	game/prologue.rpy	1294	"mm ""[what]"""
prologue2_5af6c118	mm	I'm not your legal guardian yet.	game/prologue.rpy	1295	"mm ""[what]"""
prologue2_750a7491	mm	I don’t. That’s why you need to be careful.	game/prologue.rpy	1300	"mm ""[what]"""
prologue2_fb082bfd	mm	These people stand more to gain from your success than your failure, but I can’t guarantee their motives are good-intentioned.	game/prologue.rpy	1301	"mm ""[what]"""
prologue2_df94b175	mm	We have to meet them halfway.	game/prologue.rpy	1302	"mm ""[what]"""
prologue2_25d2588a	mm	I’m sorry.	game/prologue.rpy	1306	"mm ""[what]"""
prologue2_24e85190	mm	I’m sure there are a lot of troubled kids who could benefit from a school like this.	game/prologue.rpy	1307	"mm ""[what]"""
prologue2_44844139	mm	I’m sure you’ll find some good friends here.	game/prologue.rpy	1311	"mm ""[what]"""
prologue2_16262522	mm	You got this.	game/prologue.rpy	1321	"mm ""[what]"""
prologue2_366609f1	mm	Be safe. Call me if anything happens.	game/prologue.rpy	1331	"mm ""[what]"""
prologue2_368d150e	mm	I want to hear from you at least once a week, mister.	game/prologue.rpy	1332	"mm ""[what]"""
prologue2_916e811e	mm	I mean it. Don’t go forgetting about me, okay?	game/prologue.rpy	1333	"mm ""[what]"""
chapter1_day1_event_morning_7fc76021	mu	Stop trying to put weight on it, stupid, there’s a reason you lost some range of motion.	game/chapter_one_events.rpy	220	"mu ""[what]"""
chapter1_day1_event1_classes_intelligence_1051ccdc	mu	Are we going to be tested on everyone's subjects? If so, that's what, twenty-five exams?	game/chapter_one_events.rpy	590	"mu ""[what]"""
chapter1_day1_event1_classes_intelligence_92373ebd	mu	At least psych would be useful.	game/chapter_one_events.rpy	603	"mu ""[what]"""
chapter1_day1_event1_classes_intelligence_18e9ba0c	mu	Worried you'll get a zero are you?	game/chapter_one_events.rpy	639	"mu ""[what]"""
chapter1_day1_event1_classes_intelligence_9903bfed	mu	Nagen, you know where everything is, right? Where's his office at?	game/chapter_one_events.rpy	667	"mu ""[what]"""
chapter1_day1_event1_classes_intelligence_21362cb3	mu	What would make me happy is a teacher who does his job.	game/chapter_one_events.rpy	747	"mu ""[what]"""
chapter1_day1_event1_classes_intelligence_59e84883	mu	And how do you plan to do that?	game/chapter_one_events.rpy	808	"mu ""[what]"""
chapter1_day1_event1_classes_intelligence_37063cf4	mu	...really?	game/chapter_one_events.rpy	858	"mu ""[what]"""
chapter1_day1_event1_classes_intelligence_279483dd	mu	I don't understand how this is better than studying in the nurse's office.	game/chapter_one_events.rpy	870	"mu ""[what]"""
chapter1_day1_event2_b81c1179	mu	Why did you think they were missing during the evacuation?	game/chapter_one_events.rpy	1148	"mu ""[what]"""
chapter1_day2_event1_ddbf4452	mu	I am trying. I've called, like, ten times. It's not down here.	game/chapter_one_events.rpy	1543	"mu ""[what]"""
chapter1_day2_event1_f259f0ae	mu	That's what everyone's been saying.	game/chapter_one_events.rpy	1659	"mu ""[what]"""
chapter1_day2_event3_290367cd	mu	You again? Do you need something?	game/chapter_one_events.rpy	1967	"mu ""[what]"""
chapter1_day3_event2_3bf11d3d	mu	What's the matter? You look pale. Well, paler than usual.	game/chapter_one_events.rpy	2132	"mu ""[what]"""
chapter1_day3_event2_65b30029	mu	She's not going to be in for two weeks. That's why I'm here.	game/chapter_one_events.rpy	2142	"mu ""[what]"""
chapter1_day3_event2_a5230581	mu	She works for two other schools and a hospital.	game/chapter_one_events.rpy	2150	"mu ""[what]"""
chapter1_day3_event2_9d61df83	mu	I'm here to book appointments and keep idiots with colds from bothering her.	game/chapter_one_events.rpy	2151	"mu ""[what]"""
chapter1_day3_event2_aa99f4c8	mu	So, why do you need the nurse, you've been by the office at least three times.	game/chapter_one_events.rpy	2152	"mu ""[what]"""
chapter1_day3_event2_c860321f	mu	Shoved something in your penis or anus?	game/chapter_one_events.rpy	2162	"mu ""[what]"""
chapter1_day3_event2_aed49557	mu	Well, you clearly need medical help and you won't tell me what it is.	game/chapter_one_events.rpy	2170	"mu ""[what]"""
chapter1_day3_event2_966d4155	mu	Usually when that happens, it's something sex related.	game/chapter_one_events.rpy	2171	"mu ""[what]"""
chapter1_day3_event2_cbcbab5f	mu	Is it hurting?	game/chapter_one_events.rpy	2187	"mu ""[what]"""
chapter1_day3_event2_eeeac668	mu	So? I'm not a monster.	game/chapter_one_events.rpy	2195	"mu ""[what]"""
chapter1_day3_event2_d96d5f1f	mu	If something's wrong, I can call the nurse, but she'll want to know what's wrong with it first.	game/chapter_one_events.rpy	2196	"mu ""[what]"""
chapter1_day3_event2_2b01ae00	mu	For starters, I think it's flipped.	game/chapter_one_events.rpy	2206	"mu ""[what]"""
chapter1_day3_event2_3f39a131	mu	I can try flipping it back over by hand, but it'll hurt.	game/chapter_one_events.rpy	2207	"mu ""[what]"""
chapter1_day3_event2_f2258e89	mu	Like, a lot. Why do you have one of these anyways?	game/chapter_one_events.rpy	2208	"mu ""[what]"""
chapter1_day3_event2_704cffed	mu	I guess what I should have asked is do you still need it?	game/chapter_one_events.rpy	2217	"mu ""[what]"""
chapter1_day3_event2_6326d77d	mu	Cause if it's broken, it'll have to come out anyway.	game/chapter_one_events.rpy	2218	"mu ""[what]"""
chapter1_day3_event2_412bb7c7	mu	I forgot to make him sit down. I'm so sorry.	game/chapter_one_events.rpy	2236	"mu ""[what]"""
MuInv1_fff0143a	mu	I thought vampires hated the sunlight.	game/chapter_one_investigation.rpy	1858	"mu ""[what]"""
MuInv1_6a86aff4	mu	Don't remind me.	game/chapter_one_investigation.rpy	1862	"mu ""[what]"""
MuInv1_ffcca202	mu	I'm on break right now, but if it's an emergency-	game/chapter_one_investigation.rpy	1866	"mu ""[what]"""
MuInv1_daf1a81d	mu	Just questions. If you turn this into a cross examination, I'm leaving.	game/chapter_one_investigation.rpy	1873	"mu ""[what]"""
MuInterrogation1_6e1c763e	mu	When I haven't been hanging out with Kazz and Dyre, I've been talking to you.	game/chapter_one_investigation.rpy	1882	"mu ""[what]"""
